date,symbol,ofi_window,ofi_thresh,bucket,net_bps,net_pkr,capture_pkr,markout_pkr,liq_pkr,fee_pkr,markout_bps,opened_notional,fills,throttle
2025-09-15,BAFL,OFF,,preclose45,-25.512876325944312,-31.315218763001177,-0.1300000000000665,-0.3900000000000148,-28.89000000000109,1.905218763,-0.3177375780901322,12274.28,5,OFF
2025-09-15,BAFL,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,BOP,OFF,,first15,-20.561596879597296,-459.8284493529989,162.41999999998956,-587.5299999999885,0.0,34.71844935299999,-26.271873851362376,223634.6,21,OFF
2025-09-15,BOP,OFF,,middle,38.97543374168704,435.0524439710014,-45.14000000000808,497.5900000000095,0.0,17.397556029,44.57804189882709,111622.22,27,OFF
2025-09-15,BOP,OFF,,preclose45,17.83944078964536,379.3136251509858,325.4300000000036,102.75999999998471,-15.80000000000247,33.076374849000004,4.832889761906093,212626.41,12,OFF
2025-09-15,BOP,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,1,OFF
2025-09-15,HASCOL,OFF,,first15,64.3644924670419,201.9892939049956,132.9749999999893,73.8750000000063,0.0,4.860706095,23.540489642186564,31382.1,9,OFF
2025-09-15,HASCOL,OFF,,middle,-3.846710457561331,-66.91710585000489,-152.54999999999262,112.64999999998774,0.0,27.017105850000004,6.475652638288827,173959.3,14,OFF
2025-09-15,HASCOL,OFF,,preclose45,-13.029189488671417,-41.042337764999616,-150.42500000000408,123.07500000000466,-8.800000000000203,4.892337765000001,39.07105646613037,31500.3,3,OFF
2025-09-15,HASCOL,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,HBL,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,HBL,OFF,,middle,15.991932091979924,884.1514348020015,580.0799999999967,390.0000000000048,0.0,85.92856519799999,7.054055753773606,552873.4299999999,29,OFF
2025-09-15,HBL,OFF,,preclose45,-10.647356581480404,-257.85785204799777,-129.7900000000064,-90.4499999999914,0.0,37.617852048,-3.734822869057127,242180.16,8,OFF
2025-09-15,HBL,OFF,,last15,10.88559818659982,166.69477905000102,87.88500000001036,109.99499999999094,-7.38000000000028,23.80522095000001,7.182956655023932,153133.32,4,OFF
2025-09-15,FFC,OFF,,first15,0.370241808643707,39.56035169301063,645.0400000000067,-439.489999999996,0.0,165.989648307,-4.113147773394786,1068500.39,24,OFF
2025-09-15,FFC,OFF,,middle,11.28624777282941,350.94017494100524,588.7000000000108,-189.4700000000056,0.0,48.289825059,-6.093361541970872,310944.95,11,OFF
2025-09-15,FFC,OFF,,preclose45,30.969515537778964,52.139471152000674,0.0,0.0,54.76000000000067,2.620528848,0.0,16835.739999999998,3,OFF
2025-09-15,FFC,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,FNEL,OFF,,first15,-11.080747751814192,-146.09924912000332,-81.04000000001777,-44.55999999998556,0.0,20.49924912,-3.379607511980546,131849.63,10,OFF
2025-09-15,FNEL,OFF,,middle,7.910814823979255,455.7587654719828,55.71999999998491,489.5199999999979,0.0,89.48123452799996,8.49682412278775,576121.14,63,OFF
2025-09-15,FNEL,OFF,,preclose45,-88.88195217586828,-577.1549564540006,-310.43000000000296,-256.58999999999776,0.0,10.134956454,-39.51489951489917,64935.0,7,OFF
2025-09-15,FNEL,OFF,,last15,-250.83761009367,-1093.8606768999991,-6.640000000000455,3.320000000000519,-1083.6799999999992,6.8606769,0.7613226099974773,43608.32,2,OFF
2025-09-15,HUBC,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,HUBC,OFF,,middle,-14.29583306583735,-651.7930620539969,212.0649999999959,-793.0449999999927,0.0,70.81306205400001,-17.393923921144253,455932.20000000007,26,OFF
2025-09-15,HUBC,OFF,,preclose45,-19.20973821650036,-1530.7538076699943,56.9649999999964,-1463.7649999999908,0.0,123.95380767,-18.369082160426267,796863.4400000001,34,OFF
2025-09-15,HUBC,OFF,,last15,12.18309745942409,333.85434559600526,81.99499999998469,304.66500000001804,-10.239999999997451,42.56565440400001,11.117912456251918,274030.76,13,OFF
2025-09-15,KEL,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,KEL,OFF,,middle,-132.89628705440953,-15.866753504000064,1.120000000000175,-16.80000000000024,0.0,0.186753504,-140.71294559099636,1193.92,1,OFF
2025-09-15,KEL,OFF,,preclose45,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,KEL,OFF,,last15,-42.89550194795621,-138.46668028800266,-86.63999999999815,-28.880000000004515,-17.920000000000016,5.0266802880000006,-8.946716232962986,32280.0,2,OFF
2025-09-15,MEBL,OFF,,first15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,MEBL,OFF,,middle,15.80322279616613,452.7669318479932,355.50000000000165,145.19999999999277,-3.4200000000012096,44.513068152,5.068011351088644,286502.9099999999,34,OFF
2025-09-15,MEBL,OFF,,preclose45,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
2025-09-15,MEBL,OFF,,last15,,0.0,0.0,0.0,0.0,0.0,,0.0,0,OFF
